sample_index,source_file,source_name,phase,frame_index,natoms,energy_eV,energy_eV_atom,volume_A3,volume_A3_atom,split
17,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,17,128,-572696.166174835,-4474.188798240898,740.7719256362939,5.787280669033546,test
18,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,18,128,-572699.3746101755,-4474.213864141996,740.7719256362939,5.787280669033546,train
19,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,19,128,-572702.1772939542,-4474.235760109017,740.7719256362939,5.787280669033546,train
20,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,20,128,-572704.1872423018,-4474.2514628304825,740.7719256362939,5.787280669033546,train
21,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,21,128,-572705.035043782,-4474.258086279547,740.7719256362939,5.787280669033546,train
22,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,22,128,-572704.7432675185,-4474.255806777488,740.7719256362939,5.787280669033546,test
23,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,23,128,-572703.2993064761,-4474.244525831845,740.7719256362939,5.787280669033546,test
24,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,24,128,-572700.8801337134,-4474.225626044636,740.7719256362939,5.787280669033546,train
25,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,25,128,-572697.6955209889,-4474.200746257726,740.7719256362939,5.787280669033546,train
26,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,26,128,-572694.0803069925,-4474.172502398379,740.7719256362939,5.787280669033546,train
27,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,27,128,-572690.313999054,-4474.14307811761,740.7719256362939,5.787280669033546,test
28,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,28,128,-572686.861583025,-4474.1161061173825,740.7719256362939,5.787280669033546,train
29,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,29,128,-572684.0554462576,-4474.094183173887,740.7719256362939,5.787280669033546,test
30,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,30,128,-572682.1131239187,-4474.0790087806145,740.7719256362939,5.787280669033546,test
31,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,31,128,-572681.2028195173,-4474.071897027479,740.7719256362939,5.787280669033546,train
32,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,32,128,-572681.4987323197,-4474.0742088462475,740.7719256362939,5.787280669033546,train
33,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,33,128,-572683.0115445635,-4474.086027691902,740.7719256362939,5.787280669033546,test
34,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,34,128,-572685.6672509385,-4474.106775397957,740.7719256362939,5.787280669033546,train
35,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,35,128,-572689.2598209799,-4474.1348423514055,740.7719256362939,5.787280669033546,train
36,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,36,128,-572693.416500469,-4474.167316409914,740.7719256362939,5.787280669033546,train
37,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,37,128,-572697.7542725481,-4474.201205254282,740.7719256362939,5.787280669033546,test
38,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,38,128,-572701.9031754312,-4474.233618558056,740.7719256362939,5.787280669033546,train
39,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,39,128,-572705.5002020174,-4474.261720328261,740.7719256362939,5.787280669033546,test
40,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,40,128,-572708.3242808843,-4474.283783444409,740.7719256362939,5.787280669033546,test
41,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,41,128,-572710.1107408941,-4474.297740163235,740.7719256362939,5.787280669033546,test
42,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,42,128,-572710.6951264977,-4474.302305675763,740.7719256362939,5.787280669033546,train
43,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,43,128,-572710.035989856,-4474.29715617075,740.7719256362939,5.787280669033546,train
44,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,44,128,-572708.3198599865,-4474.283748906145,740.7719256362939,5.787280669033546,test
45,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,45,128,-572705.7288392937,-4474.263506556982,740.7719256362939,5.787280669033546,train
46,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,46,128,-572702.5474897586,-4474.238652263739,740.7719256362939,5.787280669033546,train
47,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,47,128,-572699.0478931319,-4474.211311665093,740.7719256362939,5.787280669033546,train
48,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,48,128,-572695.5411752854,-4474.183915431917,740.7719256362939,5.787280669033546,train
49,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,49,128,-572692.1618461818,-4474.157514423296,740.7719256362939,5.787280669033546,test
50,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,50,128,-572689.285349614,-4474.135041793859,740.7719256362939,5.787280669033546,train
51,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,51,128,-572687.0181399249,-4474.117329218163,740.7719256362939,5.787280669033546,train
52,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,52,128,-572685.5830551005,-4474.106117617973,740.7719256362939,5.787280669033546,train
53,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,53,128,-572685.0159947143,-4474.101687458706,740.7719256362939,5.787280669033546,test
54,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,54,128,-572685.3601425556,-4474.104376113715,740.7719256362939,5.787280669033546,train
55,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,55,128,-572686.5360138937,-4474.113562608544,740.7719256362939,5.787280669033546,train
56,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,56,128,-572688.4223409145,-4474.1282995383945,740.7719256362939,5.787280669033546,train
57,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,57,128,-572690.7660075233,-4474.146609433776,740.7719256362939,5.787280669033546,test
58,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,58,128,-572693.3369342401,-4474.1666947987505,740.7719256362939,5.787280669033546,train
59,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,59,128,-572695.8463462176,-4474.186299579825,740.7719256362939,5.787280669033546,train
60,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,60,128,-572698.0982511346,-4474.203892586989,740.7719256362939,5.787280669033546,train
61,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,61,128,-572699.8756736988,-4474.217778700772,740.7719256362939,5.787280669033546,train
62,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,62,128,-572701.1627104875,-4474.2278336756835,740.7719256362939,5.787280669033546,train
63,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,63,128,-572701.899387198,-4474.233588962485,740.7719256362939,5.787280669033546,train
64,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,64,128,-572702.1553388556,-4474.235588584809,740.7719256362939,5.787280669033546,test
65,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,65,128,-572701.8896300114,-4474.233512734464,740.7719256362939,5.787280669033546,train
66,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,66,128,-572701.200211315,-4474.228126650898,740.7719256362939,5.787280669033546,train
67,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,67,128,-572700.1811645008,-4474.220165347662,740.7719256362939,5.787280669033546,train
68,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,68,128,-572698.9718457435,-4474.210717544871,740.7719256362939,5.787280669033546,train
69,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,69,128,-572697.6716333376,-4474.20055963545,740.7719256362939,5.787280669033546,test
70,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,70,128,-572696.383483195,-4474.190495962461,740.7719256362939,5.787280669033546,test
71,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,71,128,-572695.2094777416,-4474.181324044856,740.7719256362939,5.787280669033546,train
72,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,72,128,-572694.2175023109,-4474.173574236804,740.7719256362939,5.787280669033546,train
73,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,73,128,-572693.4240078182,-4474.16737506108,740.7719256362939,5.787280669033546,train
74,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,74,128,-572692.9759387414,-4474.163874521417,740.7719256362939,5.787280669033546,train
75,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,75,128,-572692.786708586,-4474.162396160828,740.7719256362939,5.787280669033546,train
76,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,76,128,-572692.8831472348,-4474.163149587772,740.7719256362939,5.787280669033546,test
77,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,77,128,-572693.2279291013,-4474.165843196104,740.7719256362939,5.787280669033546,train
78,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,78,128,-572693.815833001,-4474.170436195321,740.7719256362939,5.787280669033546,train
79,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,79,128,-572694.5690449823,-4474.176320663924,740.7719256362939,5.787280669033546,train
80,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,80,128,-572695.4482628241,-4474.183189553313,740.7719256362939,5.787280669033546,train
81,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,81,128,-572696.2892507093,-4474.189759771167,740.7719256362939,5.787280669033546,train
82,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,82,128,-572696.9981209208,-4474.195297819694,740.7719256362939,5.787280669033546,train
83,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,83,128,-572697.4590958138,-4474.198899186045,740.7719256362939,5.787280669033546,train
84,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,84,128,-572697.6912452638,-4474.200712853623,740.7719256362939,5.787280669033546,train
85,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,85,128,-572697.6806692865,-4474.200630228801,740.7719256362939,5.787280669033546,train
86,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,86,128,-572697.4690139559,-4474.1989766715305,740.7719256362939,5.787280669033546,train
87,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,87,128,-572697.0755543212,-4474.195902768134,740.7719256362939,5.787280669033546,train
88,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,88,128,-572696.5809456108,-4474.192038637584,740.7719256362939,5.787280669033546,train
89,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,89,128,-572696.0069416952,-4474.187554231994,740.7719256362939,5.787280669033546,train
90,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,90,128,-572695.4830950309,-4474.183461679929,740.7719256362939,5.787280669033546,train
91,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,91,128,-572694.9664470026,-4474.179425367208,740.7719256362939,5.787280669033546,train
92,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,92,128,-572694.501964834,-4474.175796600266,740.7719256362939,5.787280669033546,test
93,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,93,128,-572694.0924556518,-4474.17259730978,740.7719256362939,5.787280669033546,train
94,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,94,128,-572693.848340131,-4474.170690157273,740.7719256362939,5.787280669033546,train
95,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,95,128,-572693.7492232015,-4474.169915806262,740.7719256362939,5.787280669033546,train
96,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,96,128,-572693.8202379802,-4474.1704706092205,740.7719256362939,5.787280669033546,train
97,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,97,128,-572694.009801611,-4474.171951575086,740.7719256362939,5.787280669033546,train
98,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,98,128,-572694.3264492174,-4474.174425384511,740.7719256362939,5.787280669033546,test
99,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,99,128,-572694.7325448673,-4474.177598006776,740.7719256362939,5.787280669033546,train
100,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,100,128,-572695.2387653564,-4474.181552854347,740.7719256362939,5.787280669033546,train
101,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,101,128,-572695.7829177012,-4474.18580404454,740.7719256362939,5.787280669033546,train
102,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,102,128,-572696.3236452211,-4474.19002847829,740.7719256362939,5.787280669033546,train
103,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,103,128,-572696.7089145005,-4474.1930383945355,740.7719256362939,5.787280669033546,train
104,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,104,128,-572696.8685468313,-4474.19428552212,740.7719256362939,5.787280669033546,test
105,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,105,128,-572696.7026316636,-4474.192989309872,740.7719256362939,5.787280669033546,train
106,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,106,128,-572696.2580602024,-4474.189516095331,740.7719256362939,5.787280669033546,train
107,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,107,128,-572695.5201095908,-4474.183750856178,740.7719256362939,5.787280669033546,test
108,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,108,128,-572694.5331292182,-4474.176040072017,740.7719256362939,5.787280669033546,train
109,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,109,128,-572693.3340551395,-4474.166672305777,740.7719256362939,5.787280669033546,test
110,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,110,128,-572692.0025073261,-4474.156269588485,740.7719256362939,5.787280669033546,train
111,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,111,128,-572690.5325463485,-4474.144785518348,740.7719256362939,5.787280669033546,train
112,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,112,128,-572689.0130228247,-4474.132914240818,740.7719256362939,5.787280669033546,train
113,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,113,128,-572687.5701623467,-4474.121641893334,740.7719256362939,5.787280669033546,test
114,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,114,128,-572686.4100639526,-4474.112578624629,740.7719256362939,5.787280669033546,train
115,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,115,128,-572685.5186669747,-4474.10561458574,740.7719256362939,5.787280669033546,train
116,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,116,128,-572685.013778211,-4474.101670142273,740.7719256362939,5.787280669033546,train
117,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,117,128,-572684.875102593,-4474.100586739008,740.7719256362939,5.787280669033546,test
118,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,118,128,-572685.134874185,-4474.10261620457,740.7719256362939,5.787280669033546,test
119,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,119,128,-572685.7473988106,-4474.107401553208,740.7719256362939,5.787280669033546,test
120,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,120,128,-572686.6782448151,-4474.114673787618,740.7719256362939,5.787280669033546,train
121,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,121,128,-572687.7726482566,-4474.123223814505,740.7719256362939,5.787280669033546,test
122,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,122,128,-572688.911761502,-4474.132123136735,740.7719256362939,5.787280669033546,train
123,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,123,128,-572689.9401830469,-4474.140157680054,740.7719256362939,5.787280669033546,train
124,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,124,128,-572690.7746723088,-4474.146677127413,740.7719256362939,5.787280669033546,test
125,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,125,128,-572691.2991693254,-4474.150774760355,740.7719256362939,5.787280669033546,train
126,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,126,128,-572691.5260702431,-4474.152547423774,740.7719256362939,5.787280669033546,train
127,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,127,128,-572691.3287357207,-4474.151005747818,740.7719256362939,5.787280669033546,train
128,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,128,128,-572690.808774298,-4474.146943549204,740.7719256362939,5.787280669033546,train
129,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,129,128,-572689.9276588704,-4474.140059834925,740.7719256362939,5.787280669033546,train
130,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,130,128,-572688.7665256271,-4474.130988481462,740.7719256362939,5.787280669033546,train
131,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,131,128,-572687.3103062635,-4474.119611767684,740.7719256362939,5.787280669033546,train
132,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,132,128,-572685.6457557122,-4474.106607466501,740.7719256362939,5.787280669033546,test
133,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,133,128,-572683.847849097,-4474.09256132107,740.7719256362939,5.787280669033546,train
134,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,134,128,-572682.0387735683,-4474.078427918503,740.7719256362939,5.787280669033546,test
135,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,135,128,-572680.4398181038,-4474.065936078936,740.7719256362939,5.787280669033546,test
136,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,136,128,-572679.1956969361,-4474.056216382313,740.7719256362939,5.787280669033546,train
137,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,137,128,-572678.4250567424,-4474.0501957558,740.7719256362939,5.787280669033546,test
